timestamp,cpu_usage,memory_usage,disk_io,network_usage_mbps
2023-01-01 00:00:00,52.48357076505620,62.91423707301710,40.84244940764020,282.5336484523870
2023-01-01 01:00:00,55.08076380029100,59.37641667407850,49.278224774391100,319.84848807250500
2023-01-01 02:00:00,64.38188905912820,62.760831051903300,42.15953935507960,420.23981165016300
2023-01-01 03:00:00,73.35818937778490,70.73457031226210,63.39431060401200,363.75419905658500
2023-01-01 04:00:00,68.08621756572240,70.93475934882370,39.737750115537100,427.1635695546220
2023-01-01 05:00:00,70.28111423801640,71.23050142863570,65.80918632499700,447.0944391044080
2023-01-01 06:00:00,80.08774698641780,76.38103263149390,55.767886601417000,362.86503167904100
2023-01-01 07:00:00,75.28572179516050,73.88998192798420,62.453637385193200,393.9769457678970
2023-01-01 08:00:00,66.95669309741810,72.77407184109880,56.28376501864690,380.37651972398700
2023-01-01 09:00:00,68.65636757634630,73.63307807336880,53.549464277214100,324.03013175835200
2023-01-01 10:00:00,59.325181461335900,68.37005610634190,51.69292174411600,392.7906508472740
2023-01-01 11:00:00,54.416171511769200,72.09945439392340,49.71662340890590,340.1855948982820
2023-01-01 12:00:00,52.8495128772527,62.81874239135970,37.837201728119400,306.19392970334700
2023-01-01 13:00:00,37.16398329734180,65.03438577689730,43.616780724767900,321.8955143187960
2023-01-01 14:00:00,33.780780015930700,65.53131117024450,25.455950502566200,327.8501881348700
2023-01-01 15:00:00,36.197898968443200,55.72151631436470,30.382504828989000,232.43386018322700
2023-01-01 16:00:00,31.75339630511730,58.04154077500320,34.54926081270650,323.64893209807700
2023-01-01 17:00:00,37.58665248444590,62.40312129467170,34.98448712209330,169.95642636772700
2023-01-01 18:00:00,32.14456177364660,63.080438623718600,31.672442575044500,238.787734981879
2023-01-01 19:00:00,31.735844392417900,60.43926191552440,27.205508291845200,168.96249593521700
2023-01-01 20:00:00,49.54601722372860,60.73936607321310,38.73166131675070,212.9361776392070
2023-01-01 21:00:00,45.58368409897830,68.32833486981740,31.072799376697000,239.24441814181600
2023-01-01 22:00:00,52.30564687604740,71.89859150979700,51.89488258676110,262.6005195828690
2023-01-01 23:00:00,50.4894741829008,67.92583262541490,43.213911274486400,314.05730682425200
2023-01-02 00:00:00,55.129799674910000,68.16582899940480,33.148476789326200,337.1943615712160
2023-01-02 01:00:00,64.02964663063270,75.49238514593530,39.72371642071090,404.5657795560570
2023-01-02 02:00:00,62.931759273800200,79.52649364094570,52.246788788790200,476.973462468628
2023-01-02 03:00:00,74.9944667256707,79.16003840966090,56.19094503764420,428.9538359787570
2023-01-02 04:00:00,73.44594770665630,83.95388882627500,71.45159346479470,482.68628292463500
2023-01-02 05:00:00,76.9945274758453,80.96740276305890,51.85242318751790,470.7009040212220
2023-01-02 06:00:00,75.98347812318530,77.1905605954665,59.76058483324640,399.99881072911400
2023-01-02 07:00:00,87.2997733165617,81.94065193165130,51.31454595802820,456.37029829119800
2023-01-02 08:00:00,75.60659194372370,82.3614156804505,53.47330452626510,449.72907028135500
2023-01-02 09:00:00,66.79618850852000,79.67783596373890,65.98561550876540,418.35158135856900
2023-01-02 10:00:00,71.65864088775440,74.87504290295440,42.81061005075850,375.95027917361700
2023-01-02 11:00:00,56.29836308725160,70.43359209609870,50.991420882509400,401.58657291701900
2023-01-02 12:00:00,58.08788727947640,71.74642052550010,45.591302919845800,320.7977760117930
2023-01-02 13:00:00,42.07435984323940,73.47005480583150,38.77514979758050,279.062278873188
2023-01-02 14:00:00,40.637944645654300,72.30866353998190,39.12005408578510,311.16078695764100
2023-01-02 15:00:00,44.59143037292850,70.31322430299860,24.59856995813620,323.54494940280500
2023-01-02 16:00:00,44.82544659881150,63.09716038518250,42.44950979344810,245.05683240250000
2023-01-02 17:00:00,40.89948503744240,61.55622186015860,43.50689643565820,226.17069657417800
2023-01-02 18:00:00,39.83963447668910,66.69839943153150,30.643250390218700,248.36994300088900
2023-01-02 19:00:00,40.7257201676062,68.00986237117030,48.63793614505930,250.3970383504180
2023-01-02 20:00:00,37.95486091569400,68.83843440246070,31.226360091525500,255.42045056720900
2023-01-02 21:00:00,45.934434052981000,63.64997182042710,39.97193175429410,230.75101710985700
2023-01-02 22:00:00,52.17330055977360,69.51002329034900,50.91248679792280,228.89869887208200
2023-01-02 23:00:00,65.09116339039900,74.61926201809870,41.68974490809190,307.6181742133390
2023-01-03 00:00:00,61.442887466013300,76.0488486111478,35.19155459692940,318.5118401133090
2023-01-03 01:00:00,56.211010062068400,79.44530292299010,37.58006981589420,359.77063702211700
2023-01-03 02:00:00,71.53422308304190,79.91178642023940,66.98060731552970,335.6740036197760
2023-01-03 03:00:00,72.09180343640680,82.40145439178480,51.95961468616340,417.8255135903030
2023-01-03 04:00:00,73.63865588675810,83.03179083946770,56.65090169222640,449.6340663970630
2023-01-03 05:00:00,81.75757631918810,85.52396868148460,51.455669327656100,470.6989902447240
2023-01-03 06:00:00,84.0649328984602,84.35012449963260,66.08168644424720,447.4580838129530
